Algorithm,Data Count,Thread Count,Execution Time (s)
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1060552960
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1057910260
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1071216410
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1271597140
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1119193240
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1046101700
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1071635130
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1072247520
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1057871440
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1073534230
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1243594110
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1041707080
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1066832200
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1084013550
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1041285100
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1051819180
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1092684610
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1231579480
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1064677830
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1079928670
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1235418680
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1043437920
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1088445830
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1041309850
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1041346710
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1247870490
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1049302940
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1057720840
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1074224800
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1049980330
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1056078770
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1099035470
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1036827740
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1042374780
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1105486200
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1069861170
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1071154770
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1042966290
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1087755930
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1084751740
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1070953430
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1085097230
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1073555510
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1078188260
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1099474640
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1048106280
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1055563750
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1083482090
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1085415540
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1058111460
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1079719920
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1089616950
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1050263380
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1195550630
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1104156870
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1098939240
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1116252260
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1059053230
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1257891780
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1049837230
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1077626570
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1083132670
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1073493080
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1108572780
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1089630290
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1088899550
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1077810110
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1050115160
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1050277980
Parallel-Odd-Even-Transposition-Sort,10000,2,0.1064819160
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0647999930
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0628937240
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0605493150
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0679254910
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0658105600
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0613584910
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0631352900
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0842273990
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0638339730
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0613842150
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0791110350
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0671277830
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0766269650
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0659141070
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0606871910
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0854820000
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0631234270
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0603667910
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0773381140
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0641465510
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0602273900
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0960017200
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0623918220
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0607665590
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0845186510
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0624141470
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0611866590
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0942721880
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0657757910
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0617346850
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0606105360
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0902636830
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0729614350
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0619440790
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0610152510
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0829620370
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0645413050
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0603256350
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0600297800
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0599817110
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0737463290
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0870823630
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0639455220
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0606427040
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0843608550
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0627407840
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0614065750
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0610511310
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0596388960
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0883928460
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0657782540
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0615953540
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0894899970
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0634183730
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0602265500
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0844966210
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0634103860
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0598066740
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0978541020
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0626510860
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0605659060
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0753620660
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0640472280
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0622477660
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0733118120
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0617723710
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0616814740
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0607822970
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0603085370
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0772180940
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0629067520
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0606411370
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0615598510
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0600581080
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0713393310
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0641304460
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0604492320
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0777374850
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0908452900
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0677927570
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0611929460
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0601959770
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0626943020
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0614440610
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0627859250
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0694707180
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0642261720
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0596705160
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0609795370
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0703365510
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0626323740
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0606148900
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0595737980
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0725750970
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0630680780
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0596830100
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0866746760
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0664742230
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0609431350
Parallel-Odd-Even-Transposition-Sort,10000,4,0.0727467280
Parallel-Odd-Even-Transposition-Sort,10000,16,0.6424854130
Parallel-Odd-Even-Transposition-Sort,10000,16,0.7131783480
Parallel-Odd-Even-Transposition-Sort,10000,16,0.6772977560
Parallel-Odd-Even-Transposition-Sort,10000,16,0.4697836960
Parallel-Odd-Even-Transposition-Sort,10000,16,0.3098980760
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2875810820
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2948543500
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2948775400
Parallel-Odd-Even-Transposition-Sort,10000,16,0.3122527090
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2099458860
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2348003920
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2124406670
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2043395880
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2096016670
Parallel-Odd-Even-Transposition-Sort,10000,16,0.1986744220
Parallel-Odd-Even-Transposition-Sort,10000,16,0.1967297350
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2041989780
Parallel-Odd-Even-Transposition-Sort,10000,16,0.1991030580
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2098874940
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2006378450
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2173452520
Parallel-Odd-Even-Transposition-Sort,10000,16,0.1985244360
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2067830920
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2058648160
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2086238390
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2038331360
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2058300880
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2089667190
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2078792890
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2425495610
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2101005860
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2179877160
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2243598780
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2150184880
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2188925010
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2131301980
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2159483800
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2200977140
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2193000240
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2150613920
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2178665850
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2229083390
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2130113380
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2262689500
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2158921130
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2191342440
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2208655280
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2526934440
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2154863810
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2113661100
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2184209050
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2209008810
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2190570220
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2169383550
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2223965400
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2124954330
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2185034580
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2153527850
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2214796840
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2160722910
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2192357120
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2110197070
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2230122430
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2213429350
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2124537950
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2398357430
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2083418660
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2158513960
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2186586230
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2103291040
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2137232130
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2201319890
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2184325070
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2133845940
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2104684170
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2100788460
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2076706310
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2145622420
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2174079480
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2188533470
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2137446810
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2216985070
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2067843400
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2088077070
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2155053260
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2159636840
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2150336550
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2167092650
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2110707560
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2222650940
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2146371860
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2177684460
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2198491320
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2160073990
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2036816420
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2096938930
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2106564050
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2172035820
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2559031800
Parallel-Odd-Even-Transposition-Sort,10000,16,0.2141566830
Parallel-Odd-Even-Transposition-Sort,10000,8,0.2938933440
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1592566920
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0677889420
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1612426540
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0646246680
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0805049800
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0632924310
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0808044510
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0796716910
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1440792960
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0737779100
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0813291570
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0770174600
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0739590340
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0755405950
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0772529220
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0965972920
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0737263300
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0736737660
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0746849080
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0721386520
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0741508220
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0730148310
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0726883800
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0903775510
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0770963230
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0802497830
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0764036570
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0735882060
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0798008040
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0762742690
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1327469240
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0648910110
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0770880490
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0620292730
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0801443880
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0699059510
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1112817230
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0770903330
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0804223750
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0715534060
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0919489130
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1378640890
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0619127400
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0741196030
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0667460590
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0819658140
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0639998350
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1008907120
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0671517530
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0905668730
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0634220050
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0795610560
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0651306460
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0762215580
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0758124740
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0925721880
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0953997590
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1702677910
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0744414140
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1028859080
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0866128790
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0828738520
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0810465760
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0767902950
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0776305640
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0760271590
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0773022940
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0774502570
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0773782750
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0790819320
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0773646850
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0776623930
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0902077780
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0848277060
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0767460890
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1365793350
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0641137030
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0839682720
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0629082550
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1295832340
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0772549370
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0838548850
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0822648310
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0846924870
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0778240070
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0764358310
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0792757890
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0781939320
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0757416410
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0746263510
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0752290740
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0899783720
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0764640580
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0803753700
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0802431680
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1004489860
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0758626290
Parallel-Odd-Even-Transposition-Sort,10000,8,0.1222510730
Parallel-Odd-Even-Transposition-Sort,10000,8,0.0874029060
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9416922130
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9279554460
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9502757870
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9229239060
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9308442290
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9256945990
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9335230270
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9441763480
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9406175290
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9258596610
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9292973040
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9343965850
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9410657090
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9241383880
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9191543920
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9374866440
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9273241450
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9327016660
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9285074960
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9417597950
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9292731880
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9307048820
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9283584600
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9488651310
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9523350660
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9254634550
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9335532250
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9275035330
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9503682960
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9296636580
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9264179480
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9264350810
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9557803300
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9263851050
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9300021230
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9423332220
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9372809790
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9415718130
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9238853730
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9435707520
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9243308900
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9398404310
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9300993470
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9315151160
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9265180700
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9395514660
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9283159770
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9353800010
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9521612170
Parallel-Odd-Even-Transposition-Sort,20000,1,0.9312689300
Parallel-Odd-Even-Transposition-Sort,20000,2,0.4599776880
Parallel-Odd-Even-Transposition-Sort,20000,2,0.4395336520
Parallel-Odd-Even-Transposition-Sort,20000,2,0.4465295710
