Algorithm,Data Count,Thread Count,Execution Time (s)
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0032105480
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0018818730
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0026353530
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0019080710
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0021289880
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0018642250
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0020697370
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0018888420
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0019450240
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0018474060
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0021018280
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0018969690
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0020374060
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0021072770
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0019360970
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0031610560
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0018372170
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0024972330
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0234792590
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0046797020
Parallel-Shell-Sort-Gradual-Halving,20000,16,0.0024659660
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0086413950
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0085740240
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0083642390
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0082394340
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0085592300
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0085277000
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0085687550
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072485790
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072250010
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072238420
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072184180
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0071886550
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072038100
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0073422490
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074262850
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074653680
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0073699310
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0075734500
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0078840710
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074933140
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0075091340
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074653970
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072123280
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072349960
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0089016140
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0076819020
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0077494700
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0075602370
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074263920
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0073915570
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0073176990
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072504320
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072238750
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072174500
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0071955420
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072692830
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0073906840
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0075839580
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0077303270
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0076038620
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074613930
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0076013270
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0075030220
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0075809620
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074345030
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0075356090
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074138450
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0073461670
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0074095420
Parallel-Shell-Sort-Gradual-Halving,40000,1,0.0072954390
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041888320
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043351110
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0057951900
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0045662690
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043471930
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0045212370
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0046028460
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042991680
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041276270
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043401430
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042492390
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041198100
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0040963870
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041712880
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0040813680
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041183600
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042696160
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041847760
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041967830
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041828950
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0049092330
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042168290
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043617590
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043352400
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043574900
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0045375870
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0044801300
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042957040
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042694310
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042431580
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043260070
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042958530
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042650420
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041708700
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043382590
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042293770
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042231170
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041817420
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043177240
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041786070
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042913040
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043523890
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041742380
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0042505560
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0046403540
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0044095950
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0045575410
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0043230300
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041436970
Parallel-Shell-Sort-Gradual-Halving,40000,2,0.0041544290
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0027667920
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0028991390
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0028304400
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0035232690
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0033317320
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0032993310
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0032225100
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0032147690
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0031269770
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029518860
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0031867930
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030294310
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030149780
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030858610
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030672820
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030281490
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0035298080
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0031449310
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0031652000
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030339200
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030395430
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0028938350
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030527030
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0028830280
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029838750
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030607640
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030526440
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029734780
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0033452530
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029874700
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030359620
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029686940
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030031360
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030089040
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030316860
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030164240
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030409740
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029784470
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030234600
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029512250
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030283600
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0029303110
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030742280
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030041220
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030028550
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030770560
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0034900210
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030961110
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0030491520
Parallel-Shell-Sort-Gradual-Halving,40000,4,0.0032812340
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025686990
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025660830
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0406597470
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0146052980
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0149068090
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0024870460
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0024240510
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0140940860
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0297072090
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0055269740
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0054664560
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0141714180
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0067096200
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0141146510
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0022597330
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0024600570
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025040000
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0022694720
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0158662430
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0023538150
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025680380
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025400260
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0029991820
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0028967300
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0027739900
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0041197090
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0186118490
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0059579750
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0031249930
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0373084170
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0142042090
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0140943080
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0384470230
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025466740
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0142204950
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0031489330
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0291322630
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0023041130
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0022622220
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0270378260
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0031583890
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0177463010
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0057406960
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0063751800
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0158131390
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0064871460
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0070296560
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0259871680
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025084730
Parallel-Shell-Sort-Gradual-Halving,40000,8,0.0025873600
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0038962360
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0038377230
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030610720
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030047320
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0028040030
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0029170010
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0028347010
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030864760
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0032344870
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0038209210
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0032328850
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030402620
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0031881790
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030579420
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030492470
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030041910
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0032164390
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0037180150
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0034327850
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0037759190
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0031887930
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030574610
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030306170
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0028337390
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0032125690
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030192030
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030413560
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0031960890
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0275596830
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0033210490
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0029874630
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030117540
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0028109850
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030248670
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0031504370
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0037306480
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0030265440
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0028940650
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0027806780
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0029300740
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0029543880
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0035205950
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0037441780
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0029189450
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0029829320
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0028850590
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0031315300
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0029612610
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0035540780
Parallel-Shell-Sort-Gradual-Halving,40000,16,0.0047898080
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0123979410
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0120040540
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0120054240
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0118978670
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0126382070
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0131986720
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0116396370
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0122068240
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0121619830
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0115637770
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0120801590
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0121258060
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0117609950
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0118638800
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0115831830
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0119296050
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0117041150
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0119411870
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0125163730
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0116447070
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0117505090
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0119288020
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0115350580
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0124275340
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0118186000
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0115797560
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0118490200
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0117351530
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0116569750
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0120138070
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0117058040
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0120263360
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0122386750
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0120199050
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0119821920
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0121084900
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0118016480
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0120416300
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0118690150
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0122160520
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0119730100
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0116843980
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0118068480
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0122101650
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0116008520
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0132233720
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0119163340
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0117096420
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0132360470
Parallel-Shell-Sort-Gradual-Halving,60000,1,0.0117720260
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0069165220
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0068289080
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0072083620
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0071017070
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0068788440
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0077692480
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0069224690
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0070347260
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0067509290
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0075114810
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0073469150
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0073525030
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0084426100
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0081088500
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0077871280
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0077603950
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0076029260
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0078289320
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0075742940
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0079373050
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0067815170
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0075080880
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0075961640
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0077157930
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0080885210
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0103602820
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0070762030
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0071401510
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0075290680
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0079146670
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0074320580
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0074252470
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0073574220
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0080238250
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0068854310
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0071916750
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0072675020
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0071576920
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0069457610
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0071830350
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0077823600
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0069413060
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0071862130
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0081679130
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0078338150
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0073305670
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0077063880
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0072240860
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0080904090
Parallel-Shell-Sort-Gradual-Halving,60000,2,0.0086397650
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0061412070
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0062821090
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0052554170
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0060293800
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0059336410
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0050466870
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0055514960
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0057294750
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0059471800
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0053599880
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0056048660
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0058327550
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0057753950
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0055304420
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0046319110
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0080065460
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0057958200
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0061220010
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0050899410
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0050074920
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0045439500
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0056630850
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0054728700
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0053708390
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0043879810
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0044837470
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0056794320
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0045452940
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0044691010
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0056509720
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0051603730
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0052165110
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0048292520
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0057877750
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0049672320
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0063808810
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0045536490
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0051455590
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0053348530
Parallel-Shell-Sort-Gradual-Halving,60000,4,0.0052680810
